90,98,1,
94,289,2,
82,289,2,
106,268,3,
86,268,3,
110,226,102,
102,110,4,
85,284,5,
127,284,5,
127,273,89,
89,127,5,
93,122,6,
122,279,96,
96,122,6,
104,231,7,
118,242,101,
101,118,7,
118,231,7,
114,258,8,
114,236,112,
112,114,8,
108,258,8,
129,274,9,
124,274,9,
124,252,9,
120,252,9,
120,241,9,
116,241,9,
129,263,116,
116,129,9,
83,160,10,
84,285,10,
160,285,10,
160,288,83,
153,269,11,
153,272,11,
88,272,11,
87,88,11,
87,269,11,
143,255,92,
92,143,12,
91,249,12,
143,249,12,
158,281,13,
97,281,13,
95,287,13,
158,287,13,
100,140,14,
99,246,14,
140,246,14,
140,243,100,
103,227,15,
132,230,105,
105,132,15,
132,227,15,
147,266,16,
147,260,16,
109,260,16,
107,266,16,
113,234,17,
131,234,17,
131,228,111,
111,131,17,
149,262,18,
117,262,18,
137,240,117,
117,137,18,
137,237,18,
115,237,18,
149,259,115,
115,149,18,
135,239,19,
121,239,19,
139,250,121,
121,139,19,
139,244,19,
119,244,19,
119,233,19,
135,233,19,
157,278,123,
123,157,20,
145,256,123,
123,145,20,
145,253,125,
125,145,20,
157,275,125,
125,157,20,
154,282,126,
126,154,21,
154,276,21,
128,276,21,
150,265,128,
128,150,21,
126,150,21,
136,235,22,
136,238,134,
134,136,22,
134,232,22,
133,232,22,
133,229,130,
130,133,22,
130,235,22,
138,251,23,
144,251,23,
144,254,142,
142,144,23,
142,248,141,
141,142,23,
141,245,23,
138,245,23,
152,270,24,
151,270,24,
151,264,24,
148,264,24,
148,261,146,
146,148,24,
152,267,146,
146,152,24,
159,161,25,
159,280,156,
156,159,25,
156,277,25,
155,277,25,
155,283,25,
161,283,25,
161,286,159,
82,289,26,
225,289,26,
225,288,26,
83,288,26,
84,285,27,
221,285,27,
221,284,27,
85,284,27,
205,268,28,
205,269,28,
87,269,28,
86,87,28,
86,268,28,
88,272,29,
209,272,29,
209,273,89,
89,209,29,
91,249,30,
90,247,30,
184,247,30,
184,249,30,
92,192,31,
192,257,93,
93,192,31,
94,289,32,
95,287,32,
224,287,32,
224,289,32,
216,279,33,
96,279,33,
216,281,97,
97,216,33,
183,246,34,
98,183,34,
99,246,34,
100,179,35,
179,242,35,
101,242,35,
102,226,36,
102,103,36,
103,227,36,
163,227,36,
163,226,36,
167,231,37,
104,231,37,
105,230,37,
167,230,37,
202,266,107,
107,202,38,
202,268,106,
106,202,38,
194,260,39,
108,194,39,
109,260,39,
110,226,40,
162,226,40,
162,228,40,
111,228,40,
170,236,41,
170,234,113,
113,170,41,
112,236,41,
195,259,42,
115,259,42,
115,173,42,
173,236,42,
114,236,42,
114,258,42,
195,258,42,
199,263,116,
116,199,43,
177,241,116,
116,177,43,
177,240,117,
117,177,43,
117,262,43,
199,262,43,
168,231,118,
118,168,44,
118,242,44,
178,242,44,
178,244,44,
119,244,44,
119,233,44,
168,233,44,
120,252,45,
186,252,45,
186,250,45,
121,250,45,
176,239,121,
121,176,45,
176,241,120,
120,176,45,
123,278,46,
193,256,123,
123,193,46,
193,257,46,
122,257,46,
122,279,46,
215,279,46,
215,278,46,
124,211,47,
211,275,47,
125,275,47,
125,189,47,
189,252,47,
124,252,47,
211,274,124,
218,284,48,
218,282,126,
126,218,48,
126,271,48,
208,271,48,
208,273,127,
127,208,48,
127,284,48,
128,276,49,
210,276,49,
210,274,49,
129,274,49,
200,263,129,
129,200,49,
128,200,49,
171,235,50,
130,235,50,
130,229,50,
165,229,50,
165,228,131,
131,165,50,
171,234,131,
131,171,50,
133,164,51,
164,227,132,
132,164,51,
166,230,132,
132,166,51,
166,232,51,
133,232,51,
164,229,133,
169,232,134,
134,169,52,
169,233,52,
135,233,52,
175,239,135,
135,175,52,
175,238,52,
134,238,52,
174,240,137,
137,174,53,
174,238,53,
136,238,53,
136,235,53,
172,235,53,
172,237,137,
137,172,53,
139,187,54,
187,251,54,
138,251,54,
181,245,138,
138,181,54,
181,244,54,
139,244,54,
187,250,139,
141,245,55,
180,245,55,
180,243,55,
140,243,55,
182,246,140,
140,182,55,
182,248,55,
141,248,55,
191,254,56,
191,255,143,
143,191,56,
185,249,143,
143,185,56,
185,248,56,
142,248,56,
142,254,56,
190,256,57,
190,254,57,
144,254,57,
144,251,57,
188,251,57,
188,253,57,
145,253,57,
145,256,57,
203,267,146,
146,203,58,
146,261,58,
197,261,58,
197,260,147,
147,197,58,
147,266,58,
203,266,58,
148,264,59,
198,264,59,
149,198,59,
149,259,59,
196,259,59,
148,196,59,
150,265,60,
201,265,60,
201,264,151,
151,201,60,
151,207,60,
207,271,60,
150,271,60,
204,269,61,
204,267,152,
152,204,61,
152,270,61,
206,270,61,
206,272,153,
153,206,61,
153,269,61,
219,283,62,
155,283,62,
155,213,62,
154,213,62,
219,282,154,
154,219,62,
212,277,156,
156,212,63,
212,275,63,
157,275,63,
214,278,157,
157,214,63,
214,280,156,
156,214,63,
217,280,159,
159,217,64,
217,281,158,
158,217,64,
158,287,64,
223,287,64,
223,286,64,
159,286,64,
220,285,160,
160,220,65,
220,283,161,
161,220,65,
161,286,65,
222,286,65,
222,288,65,
160,288,65,
162,228,66,
163,226,162,
162,163,66,
164,227,163,
163,164,66,
165,229,164,
164,165,66,
165,228,66,
166,169,67,
169,233,67,
168,233,67,
168,231,67,
167,231,67,
167,230,166,
166,167,67,
169,232,166,
173,237,68,
172,237,68,
172,235,171,
171,172,68,
171,234,68,
170,234,68,
173,236,170,
170,173,68,
177,240,174,
174,177,69,
175,238,174,
174,175,69,
175,239,69,
176,239,69,
177,241,176,
176,177,69,
179,242,178,
178,179,70,
179,243,70,
180,243,70,
181,245,180,
180,181,70,
181,244,178,
178,181,70,
185,248,71,
185,249,71,
184,249,71,
184,247,71,
183,247,71,
183,246,182,
182,183,71,
182,248,71,
189,252,186,
186,189,72,
189,253,188,
188,189,72,
188,251,72,
187,251,72,
187,250,72,
186,250,72,
190,193,73,
190,254,73,
191,254,73,
191,255,73,
192,255,73,
192,257,73,
193,257,73,
193,256,190,
197,261,74,
196,261,74,
196,259,195,
195,196,74,
195,258,74,
194,258,74,
197,260,194,
194,197,74,
198,201,75,
201,265,75,
200,265,75,
200,263,199,
199,200,75,
199,262,198,
198,199,75,
201,264,198,
202,266,76,
203,266,76,
204,267,203,
203,204,76,
205,269,204,
204,205,76,
205,268,202,
202,205,76,
208,271,207,
207,208,77,
207,270,77,
206,270,77,
209,272,206,
206,209,77,
209,273,208,
208,209,77,
213,276,78,
213,277,78,
212,277,78,
212,275,78,
211,275,78,
211,274,78,
210,274,78,
210,276,78,
214,215,79,
216,279,215,
215,216,79,
217,281,216,
216,217,79,
217,280,214,
214,217,79,
218,221,80,
221,285,220,
220,221,80,
220,283,80,
219,283,80,
219,282,80,
218,282,80,
221,284,218,
225,288,81,
225,289,224,
224,225,81,
224,287,81,
223,287,81,
223,286,81,
222,286,81,
222,288,81,
98,247,90,
30,90,1,
192,255,92,
122,257,93,
31,93,6,
183,247,98,
35,100,14,
179,243,100,
194,258,108,
173,237,115,
189,253,125,
150,271,126,
200,265,128,
196,261,148,
198,262,149,
207,270,151,
213,276,154,
213,277,155,
215,278,214,
